"Permit Number","Permit Name","DBA","Class","Class Issue Status","Date Of Action","Street1","Street2","City","State","Zip","City/Twp of Premises","County","Agency Number","Quota Exempt Class","Site Location Vote"
"6531329","1852 COLUMBUS ROAD INC","DBA SAINATOS RESTAURANT AT RIVERGATE TAVERN","D1","ISSUED","1/20/2022","1852 COLUMBUS RD 1ST FL & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"6531329","1852 COLUMBUS ROAD INC","DBA SAINATOS RESTAURANT AT RIVERGATE TAVERN","D2","ISSUED","1/20/2022","1852 COLUMBUS RD 1ST FL & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"6531329","1852 COLUMBUS ROAD INC","DBA SAINATOS RESTAURANT AT RIVERGATE TAVERN","D3","ISSUED","1/20/2022","1852 COLUMBUS RD 1ST FL & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"6531329","1852 COLUMBUS ROAD INC","DBA SAINATOS RESTAURANT AT RIVERGATE TAVERN","D3A","ISSUED","1/20/2022","1852 COLUMBUS RD 1ST FL & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"6531329","1852 COLUMBUS ROAD INC","DBA SAINATOS RESTAURANT AT RIVERGATE TAVERN","D6","ISSUED","1/20/2022","1852 COLUMBUS RD 1ST FL & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"6394545","1900 MART INC","","C1","ISSUED","2/24/2023","1900 LEE RD","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"6394545","1900 MART INC","","C2","ISSUED","2/24/2023","1900 LEE RD","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"64304330005","1909 W25 LLC","","D1","ISSUED","5/24/2013","1909 & 1917 W 25TH ST & PATIOS","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"64304330005","1909 W25 LLC","","D2","ISSUED","5/24/2013","1909 & 1917 W 25TH ST & PATIOS","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"64304330005","1909 W25 LLC","","D3","ISSUED","5/24/2013","1909 & 1917 W 25TH ST & PATIOS","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"64304330005","1909 W25 LLC","","D3A","ISSUED","5/24/2013","1909 & 1917 W 25TH ST & PATIOS","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"64304330005","1909 W25 LLC","","D6","ISSUED","5/24/2013","1909 & 1917 W 25TH ST & PATIOS","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"6548657","1922 ABBEY INC","DBA ABBEY MARKET","C1","ISSUED","5/9/2002","1922 ABBEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"6548657","1922 ABBEY INC","DBA ABBEY MARKET","C2","ISSUED","5/9/2002","1922 ABBEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"6398675","1923 W 25TH ST INC","DBA NATES DELI","D5","ISSUED","6/22/2016","1923 W 25TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"6398675","1923 W 25TH ST INC","DBA NATES DELI","D6","ISSUED","6/22/2016","1923 W 25TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"8771220","1942 TACOS & TEQUILA LLC","DBA 1942 TACOS & TEQUILA 1ST FL NW UNIT & PATIO","D5J","ISSUED","5/3/2022","1220 HURON RD EAST","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00977","NOT A QUOTA EXEMPT CLASS","NO"
"8771220","1942 TACOS & TEQUILA LLC","DBA 1942 TACOS & TEQUILA 1ST FL NW UNIT & PATIO","D6","ISSUED","5/3/2022","1220 HURON RD EAST","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00977","NOT A QUOTA EXEMPT CLASS","NO"
"65497770001","19610 S WATERLOO INC","DBA PACERS AMERICAS BEST RIBS & PATIO","D1","ISSUED","11/13/2013","19800 S WATERLOO RD","","CLEVELAND","OH","44119","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"65497770001","19610 S WATERLOO INC","DBA PACERS AMERICAS BEST RIBS & PATIO","D2","ISSUED","11/13/2013","19800 S WATERLOO RD","","CLEVELAND","OH","44119","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"65497770001","19610 S WATERLOO INC","DBA PACERS AMERICAS BEST RIBS & PATIO","D3","ISSUED","11/13/2013","19800 S WATERLOO RD","","CLEVELAND","OH","44119","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"65497770001","19610 S WATERLOO INC","DBA PACERS AMERICAS BEST RIBS & PATIO","D3A","ISSUED","11/13/2013","19800 S WATERLOO RD","","CLEVELAND","OH","44119","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"65497770001","19610 S WATERLOO INC","DBA PACERS AMERICAS BEST RIBS & PATIO","D6","ISSUED","11/4/2014","19800 S WATERLOO RD","","CLEVELAND","OH","44119","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","YES"
"9078479","2058 EAST FOURTH STREET LLC","","D1","ISSUED","7/15/2022","2058 E 4TH ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9078479","2058 EAST FOURTH STREET LLC","","D2","ISSUED","7/15/2022","2058 E 4TH ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9078479","2058 EAST FOURTH STREET LLC","","D3","ISSUED","7/15/2022","2058 E 4TH ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9078479","2058 EAST FOURTH STREET LLC","","D3A","ISSUED","7/15/2022","2058 E 4TH ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9078479","2058 EAST FOURTH STREET LLC","","D6","ISSUED","7/15/2022","2058 E 4TH ST 1ST FL BSMT & PATIO","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9120177","2125 CAFE LLC","DBA GREEN GOAT CAFE BAR 1ST FL LOWER LEVEL & PATIOS","D2","ISSUED","2/8/2022","2125 SUPERIOR AVE E","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9120177","2125 CAFE LLC","DBA GREEN GOAT CAFE BAR 1ST FL LOWER LEVEL & PATIOS","D2X","ISSUED","2/8/2022","2125 SUPERIOR AVE E","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9120177","2125 CAFE LLC","DBA GREEN GOAT CAFE BAR 1ST FL LOWER LEVEL & PATIOS","D3","ISSUED","2/8/2022","2125 SUPERIOR AVE E","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9120177","2125 CAFE LLC","DBA GREEN GOAT CAFE BAR 1ST FL LOWER LEVEL & PATIOS","D3A","ISSUED","2/8/2022","2125 SUPERIOR AVE E","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9120177","2125 CAFE LLC","DBA GREEN GOAT CAFE BAR 1ST FL LOWER LEVEL & PATIOS","D6","ISSUED","2/8/2022","2125 SUPERIOR AVE E","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9116792","2207 WEST 11TH STREET INC","DBA SOUTHSIDE 1ST FL & BSMT & PATIO","D5","ISSUED","11/18/2003","2207 W 11TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116792","2207 WEST 11TH STREET INC","DBA SOUTHSIDE 1ST FL & BSMT & PATIO","D6","ISSUED","12/4/2009","2207 W 11TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9115193","2222 INTERNATIONAL LLC","DBA 2222 INTERNATIONAL LLC","D5","ISSUED","9/14/2018","2222 ST CLAIR AVE","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"9115193","2222 INTERNATIONAL LLC","DBA 2222 INTERNATIONAL LLC","D6","ISSUED","9/14/2018","2222 ST CLAIR AVE","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"9115311","2301 ENTERPRISES INC","DBA OLD BROOKLYN SOCIAL CLUB & PATIO","D2","ISSUED","3/18/2014","2301 BROADVIEW RD 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"9115311","2301 ENTERPRISES INC","DBA OLD BROOKLYN SOCIAL CLUB & PATIO","D2X","ISSUED","3/18/2014","2301 BROADVIEW RD 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"9115311","2301 ENTERPRISES INC","DBA OLD BROOKLYN SOCIAL CLUB & PATIO","D3","ISSUED","3/18/2014","2301 BROADVIEW RD 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"9116366","2316 MULBERRY INC","","D1","ISSUED","6/6/2007","2316 MULBERRY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116366","2316 MULBERRY INC","","D2","ISSUED","6/6/2007","2316 MULBERRY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116366","2316 MULBERRY INC","","D3","ISSUED","6/6/2007","2316 MULBERRY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116366","2316 MULBERRY INC","","D3A","ISSUED","6/6/2007","2316 MULBERRY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116366","2316 MULBERRY INC","","D6","ISSUED","6/6/2007","2316 MULBERRY","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"912236710003","2417 PROFESSOR LLC","DBA BAR 3 PRIVATE 1ST FL PDR","D2","ISSUED","6/28/2023","55 PUBLIC SQUARE STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"912236710003","2417 PROFESSOR LLC","DBA BAR 3 PRIVATE 1ST FL PDR","D3","ISSUED","6/28/2023","55 PUBLIC SQUARE STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"912236710003","2417 PROFESSOR LLC","DBA BAR 3 PRIVATE 1ST FL PDR","D6","ISSUED","6/28/2023","55 PUBLIC SQUARE STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"91223670001","2417 PROFESSOR LLC","DBA FAHRENHEIT 1ST FL 2ND FL PATIOS & BSMT","D2","ISSUED","6/29/2023","55 PUBLIC SQ STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"91223670001","2417 PROFESSOR LLC","DBA FAHRENHEIT 1ST FL 2ND FL PATIOS & BSMT","D2X","ISSUED","6/29/2023","55 PUBLIC SQ STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"91223670001","2417 PROFESSOR LLC","DBA FAHRENHEIT 1ST FL 2ND FL PATIOS & BSMT","D3","ISSUED","6/29/2023","55 PUBLIC SQ STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"91223670001","2417 PROFESSOR LLC","DBA FAHRENHEIT 1ST FL 2ND FL PATIOS & BSMT","D6","ISSUED","6/29/2023","55 PUBLIC SQ STE 150","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"9116388","2549 ST CLAIR AVE INC","DBA UNION CLUB 1ST FL BSMT & PATIO","D5","ISSUED","8/24/2007","2549 ST CLAIR AV","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"9116388","2549 ST CLAIR AVE INC","DBA UNION CLUB 1ST FL BSMT & PATIO","D6","ISSUED","8/24/2007","2549 ST CLAIR AV","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"91152240005","2559 E 55TH STREET LLC","DBA DISCOUNTS R US","C1","ISSUED","5/31/2022","2559 E 55TH ST","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"91152240005","2559 E 55TH STREET LLC","DBA DISCOUNTS R US","C2","ISSUED","5/31/2022","2559 E 55TH ST","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"90330900010","27 CLUB LLC","","D5","ISSUED","8/3/2020","1215 W 10TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"90330900010","27 CLUB LLC","","D6","ISSUED","8/3/2020","1215 W 10TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"91151750005","2747 FOOD INC","DBA 28TH STREET SUPERMARKET","C1","ISSUED","4/4/2023","2747 CEDAR AV 1ST FL","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"91151750005","2747 FOOD INC","DBA 28TH STREET SUPERMARKET","C2","ISSUED","4/4/2023","2747 CEDAR AV 1ST FL","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","","C1 - C2 AGENCY","NO"
"91151750005","2747 FOOD INC","DBA 28TH STREET SUPERMARKET","D6","ISSUED","6/20/2017","2747 CEDAR AV 1ST FL","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"9115272","28TH STREET PARTNERSHIP LLC","DBA THE BLACK PIG 1ST & 2ND FL & BSMT","D2","ISSUED","5/28/2015","2801 BRIDGE AV & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9115272","28TH STREET PARTNERSHIP LLC","DBA THE BLACK PIG 1ST & 2ND FL & BSMT","D2X","ISSUED","5/28/2015","2801 BRIDGE AV & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9115272","28TH STREET PARTNERSHIP LLC","DBA THE BLACK PIG 1ST & 2ND FL & BSMT","D3","ISSUED","5/28/2015","2801 BRIDGE AV & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9115272","28TH STREET PARTNERSHIP LLC","DBA THE BLACK PIG 1ST & 2ND FL & BSMT","D6","ISSUED","5/28/2015","2801 BRIDGE AV & PATIO","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"9116662","2976 INC","","C1","ISSUED","3/9/2004","2976 E 116TH ST","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"9116662","2976 INC","","C2","ISSUED","3/9/2004","2976 E 116TH ST","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"91152510005","2CELTS CORP","DBA PARNELLS AT PLAYHOUSE SUITE 107 & PATIO","D5J","ISSUED","9/3/2013","1501 EUCLID AV","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"91152510005","2CELTS CORP","DBA PARNELLS AT PLAYHOUSE SUITE 107 & PATIO","D6","ISSUED","9/3/2013","1501 EUCLID AV","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"89154220005","3062 EAST 116TH FOODS INC","","C1","ISSUED","9/3/2021","3062 E 116TH ST","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"89154220005","3062 EAST 116TH FOODS INC","","C2","ISSUED","9/3/2021","3062 E 116TH ST","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"89154220005","3062 EAST 116TH FOODS INC","","D6","ISSUED","10/1/2021","3062 E 116TH ST","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8871287","3258 EAST 140TH ST INC","DBA ABELL FOODS","C1","ISSUED","3/22/2010","3258 E 140TH ST","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8871287","3258 EAST 140TH ST INC","DBA ABELL FOODS","C2","ISSUED","3/22/2010","3258 E 140TH ST","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8916603","3266 WEST 117TH STREET LLC","DBA GAS USA","C2","ISSUED","1/10/2002","3266 W 117TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8916603","3266 WEST 117TH STREET LLC","DBA GAS USA","C2X","ISSUED","1/10/2002","3266 W 117TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"89170690005","333 ELYRIA INC","DBA KINSMAN FOOD DEAL","C2","ISSUED","12/12/1997","12502 KINSMAN RD","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"89170690005","333 ELYRIA INC","DBA KINSMAN FOOD DEAL","C2X","ISSUED","12/12/1997","12502 KINSMAN RD","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8922859","3356 WARREN LLC","","D5","ISSUED","12/31/2014","3356 WARREN RD","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","TRANSFER EXEMPT","NO"
"8922859","3356 WARREN LLC","","D6","ISSUED","12/31/2014","3356 WARREN RD","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"8871329","3916 EAST 123RD INC","DBA FOOD PLUS","C1","ISSUED","11/15/2016","3916 E 123RD ST 1ST FL ONLY","","CLEVELAND","OH","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8871329","3916 EAST 123RD INC","DBA FOOD PLUS","C2","ISSUED","11/15/2016","3916 E 123RD ST 1ST FL ONLY","","CLEVELAND","OH","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8922813","3945 WEST 130TH GAS INC","DBA SUNOCO","C2","ISSUED","6/17/2021","3945 W 130TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8922813","3945 WEST 130TH GAS INC","DBA SUNOCO","C2X","ISSUED","6/17/2021","3945 W 130TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2850025","4 WINE LLC","","D1","ISSUED","7/1/2019","4250 PEARL RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"2850025","4 WINE LLC","","D2","ISSUED","7/1/2019","4250 PEARL RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"2850025","4 WINE LLC","","D3","ISSUED","7/1/2019","4250 PEARL RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00401","NOT A QUOTA EXEMPT CLASS","NO"
"2830807","4170 LEE ROAD TAVERN LLC","DBA NEW SIR RAH HOUSE","D2","ISSUED","10/6/2010","4170 LEE RD & PATIO","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"2830807","4170 LEE ROAD TAVERN LLC","DBA NEW SIR RAH HOUSE","D2X","ISSUED","10/6/2010","4170 LEE RD & PATIO","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"2830807","4170 LEE ROAD TAVERN LLC","DBA NEW SIR RAH HOUSE","D3","ISSUED","10/6/2010","4170 LEE RD & PATIO","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"2830807","4170 LEE ROAD TAVERN LLC","DBA NEW SIR RAH HOUSE","D3A","ISSUED","10/6/2010","4170 LEE RD & PATIO","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"2830807","4170 LEE ROAD TAVERN LLC","DBA NEW SIR RAH HOUSE","D6","ISSUED","10/6/2010","4170 LEE RD & PATIO","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"2848545","4171 RIDGE ROAD INC","DBA CHARLIES BEVERAGE","C2","ISSUED","12/4/2007","4171 RIDGE RD UNIT A","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2848545","4171 RIDGE ROAD INC","DBA CHARLIES BEVERAGE","C2X","ISSUED","12/4/2007","4171 RIDGE RD UNIT A","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2848545","4171 RIDGE ROAD INC","DBA CHARLIES BEVERAGE","D6","ISSUED","12/4/2007","4171 RIDGE RD UNIT A","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2847764","4195 TERMINAL LLC","DBA COZUMEL","D5","ISSUED","10/30/2020","4195 W 150TH ST","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","00993","TRANSFER EXEMPT","NO"
"2847764","4195 TERMINAL LLC","DBA COZUMEL","D6","ISSUED","10/30/2020","4195 W 150TH ST","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","NO"
"2831141","4519 BUSH INC","","C1","ISSUED","6/1/2007","4519 BUSH AV 1ST FL","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"2831141","4519 BUSH INC","","C2","ISSUED","6/1/2007","4519 BUSH AV 1ST FL","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2847017","4645 WEST 130TH STREET INC","DBA P & M JUNCTION","D1","ISSUED","4/23/1985","4645 W 130TH ST","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"2847017","4645 WEST 130TH STREET INC","DBA P & M JUNCTION","D2","ISSUED","4/23/1985","4645 W 130TH ST","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"2847017","4645 WEST 130TH STREET INC","DBA P & M JUNCTION","D3","ISSUED","4/23/1985","4645 W 130TH ST","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"2847017","4645 WEST 130TH STREET INC","DBA P & M JUNCTION","D3A","ISSUED","4/23/1985","4645 W 130TH ST","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"2847017","4645 WEST 130TH STREET INC","DBA P & M JUNCTION","D6","ISSUED","4/23/1985","4645 W 130TH ST","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"2759492","5222 FLEET INC","DBA OPEN PANTRY","C1","ISSUED","7/29/2005","5222 FLEET AV","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2759492","5222 FLEET INC","DBA OPEN PANTRY","C2","ISSUED","7/29/2005","5222 FLEET AV","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"27594040001","5421 FLEET AVENUE LLC","","D5","ISSUED","3/13/2009","3314 WARREN RD","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"27594040001","5421 FLEET AVENUE LLC","","D6","ISSUED","4/8/2009","3314 WARREN RD","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"2759413","5601 CLARK AVE INC","DBA CLEVELAND FOOD MARKET","C2","ISSUED","1/18/2006","5601 CLARK AV 1ST FL","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2759413","5601 CLARK AVE INC","DBA CLEVELAND FOOD MARKET","C2X","ISSUED","1/18/2006","5601 CLARK AV 1ST FL","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"2755361","58 GROUP INC","DBA HAPPY DOG 1ST FL & BSMT","D1","ISSUED","4/27/2018","5801 DETROIT AVE","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","YES"
